Apto,Estatus,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25,Jan-26,Feb-26,Mar-26,Apr-26,May-26,Jun-26,Jul-26,Aug-26,Sep-26,Oct-26,Nov-26,Dec-26,Jan-27,Feb-27,Mar-27,Apr-27,May-27,Jun-27,TOTAL,a,b,c,"Cant.
Cuotas"," Valor
Cuotas"
417,4.Plan de pagos,,,,,,,,," 5,500.00 "," 3,031.00 "," 3,031.00 "," 3,031.00 "," 3,031.00 "," 3,031.00 "," 3,031.00 "," 3,031.00 "," 3,031.00 "," 3,031.00 "," 3,031.00 "," 3,031.00 "," 3,031.00 "," 3,031.00 "," 3,031.00 "," 3,031.00 "," 3,031.00 "," 3,031.00 "," 3,031.00 "," 3,031.00 "," 3,031.00 "," 3,031.00 "," 3,036.50 ",,,,,,,,,,,,,,,,,,,,,," 72,187.50 ", -   ," 72,187.50 ",0,23," 3,138.59 "
418,4.Plan de pagos,,,,,,,,,,,,,,,,,,,,,,,,,,," 10,000.00 "," 5,423.00 "," 5,423.00 "," 5,423.00 "," 5,423.00 "," 5,423.00 "," 5,423.00 "," 5,423.00 "," 5,423.00 "," 5,423.00 "," 5,423.00 "," 5,423.00 "," 5,423.00 ",,,,,,,,,,,,,," 75,076.00 "," 3,003.50 "," 75,076.00 ",0,13," 5,775.08 "
419,4.Plan de pagos,,,,,,,,," 8,000.00 "," 4,027.00 "," 4,027.00 "," 4,027.00 "," 4,027.00 "," 4,027.00 "," 4,027.00 "," 4,027.00 "," 4,027.00 "," 4,027.00 "," 4,027.00 "," 4,027.00 "," 4,027.00 "," 4,027.00 "," 4,027.00 "," 4,027.00 "," 4,027.00 "," 4,027.00 "," 4,027.00 "," 4,027.00 "," 4,027.00 "," 4,027.00 "," 4,033.00 ",,,,,,,,,,,,,,,,,,,,,," 96,600.00 ", -   ," 96,600.00 ",0,23," 4,200.00 "
420,4.Plan de pagos,,,,,,,,,,,,,,,,," 10,000.00 "," 6,276.00 "," 6,276.00 "," 6,276.00 "," 6,276.00 "," 6,276.00 "," 6,276.00 "," 6,276.00 "," 6,276.00 "," 6,276.00 "," 6,276.00 "," 6,276.00 "," 6,276.00 "," 6,276.00 "," 6,276.00 "," 6,276.00 "," 6,276.00 "," 6,284.00 ",,,,,,,,,,,,,,,,,,," 116,700.00 ", -   ," 116,700.00 ",0,18," 6,483.33 "
501,4.Plan de pagos,,,,,,,,,,,,,,,,,,,,,,," 10,000.00 "," 8,772.00 "," 8,772.00 "," 8,772.00 "," 8,772.00 "," 8,772.00 "," 8,772.00 "," 8,772.00 "," 8,772.00 "," 8,772.00 "," 8,772.00 "," 8,772.00 "," 8,772.00 "," 8,772.00 "," 8,772.00 "," 8,772.00 "," 8,769.44 ",,,,,,,,,,,,,," 150,349.44 ", -   ," 150,349.44 ",0,17," 8,844.08 "
502,4.Plan de pagos,,,,,,,,,,,,,,,,,,,,,,,,,,,," 15,000.00 "," 18,630.00 "," 18,630.00 "," 18,630.00 "," 18,630.00 "," 18,630.00 "," 18,630.00 "," 18,630.00 "," 18,630.00 "," 18,630.00 "," 18,630.00 "," 18,630.00 "," 18,630.00 ",,,,,,,,,,,,," 238,560.00 "," 85,640.57 "," 238,560.00 ",0,13," 18,350.77 "
503,4.Plan de pagos,,,,,,,,,,,,,,,,,,,,,,,,,,," 10,000.00 "," 15,000.00 "," 18,630.00 "," 18,630.00 "," 18,630.00 "," 18,630.00 "," 18,630.00 "," 18,630.00 "," 18,630.00 "," 18,630.00 "," 18,630.00 "," 18,630.00 "," 18,630.00 "," 18,632.10 ",,,,,,,,,,,,," 248,562.10 "," 144,852.10 "," 248,562.10 ",0,14," 17,754.44 "
504,4.Plan de pagos,,,,,,,,,,,,,,,,,,,,,,,,,,," 10,000.00 "," 7,894.00 "," 7,894.00 "," 7,894.00 "," 7,894.00 "," 7,894.00 "," 7,894.00 "," 7,894.00 "," 7,894.00 "," 7,894.00 "," 7,894.00 "," 7,894.00 "," 7,894.00 ",,,,,,,,,,,,,," 104,728.00 "," 15,928.00 "," 104,728.00 ",0,13," 8,056.00 "
505,4.Plan de pagos,,,,,,,,,,,,,,,,," 10,000.00 "," 7,645.00 "," 7,645.00 "," 7,645.00 "," 7,645.00 "," 7,645.00 "," 7,645.00 "," 7,645.00 "," 7,645.00 "," 7,645.00 "," 7,645.00 "," 7,645.00 "," 7,645.00 "," 7,645.00 "," 7,645.00 "," 7,645.00 "," 7,645.00 "," 7,647.00 ",,,,,,,,,,,,,,,,,,," 139,967.00 ", -   ," 139,967.00 ",0,18," 7,775.94 "
506,4.Plan de pagos,,,,,,,,,,,,,,,,,,,," 10,000.00 "," 9,185.00 "," 9,185.00 "," 9,185.00 "," 9,185.00 "," 9,185.00 "," 9,185.00 "," 9,185.00 "," 9,185.00 "," 9,185.00 "," 9,185.00 "," 9,185.00 "," 9,185.00 "," 9,185.00 "," 9,190.00 ",,,,,,,,,,,,,,,,,,," 138,595.00 ", -   ," 138,595.00 ",0,15," 9,239.67 "
507,4.Plan de pagos,,,,,," 6,000.00 "," 2,652.00 "," 2,652.00 "," 2,652.00 "," 2,652.00 "," 2,652.00 "," 2,652.00 "," 2,652.00 "," 2,652.00 "," 2,652.00 "," 2,652.00 "," 2,652.00 "," 2,652.00 "," 2,652.00 "," 2,652.00 "," 2,652.00 "," 2,652.00 "," 2,652.00 "," 2,652.00 "," 2,652.00 "," 2,652.00 "," 2,652.00 "," 2,652.00 "," 2,652.00 "," 2,652.00 "," 2,652.00 ",,,,,,,,,,,,,,,,,,,,,," 72,300.00 ", -   ," 72,300.00 ",0,26," 2,780.77 "
508,4.Plan de pagos,,,,,,,,,,,,,," 8,000.00 "," 6,494.00 "," 6,494.00 "," 6,494.00 "," 6,494.00 "," 6,494.00 "," 6,494.00 "," 6,494.00 "," 6,494.00 "," 6,494.00 "," 6,494.00 "," 6,494.00 "," 6,494.00 "," 6,494.00 "," 6,494.00 "," 6,494.00 "," 6,494.00 "," 6,489.00 ",,,,,,,,,,,,,,,,,,,,,," 118,393.00 ", -   ," 118,393.00 ",0,18," 6,577.39 "
509,4.Plan de pagos,,,,,,,,,,,,,,,," 10,000.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,008.50 ",,,,,,,,,,,,,,,,,,," 118,161.50 ", -   ," 118,161.50 ",0,19," 6,219.03 "
510,4.Plan de pagos,,,,,,,,,,,,," 8,000.00 "," 6,133.00 "," 6,133.00 "," 6,133.00 "," 6,133.00 "," 6,133.00 "," 6,133.00 "," 6,133.00 "," 6,133.00 "," 6,133.00 "," 6,133.00 "," 6,133.00 "," 6,133.00 "," 6,133.00 "," 6,133.00 "," 6,133.00 "," 6,133.00 "," 6,133.00 "," 6,132.00 ",,,,,,,,,,,,,,,,,,,,,," 118,393.00 ", -   ," 118,393.00 ",0,19," 6,231.21 "
511,4.Plan de pagos,,,,,,,,,,,,,,,," 5,000.00 "," 5,000.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,009.00 "," 6,008.50 ",,,,,,,,,,,,,,,,,," 118,161.50 ", -   ," 118,161.50 ",0,20," 5,908.08 "
512,4.Plan de pagos,,,,," 6,000.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,475.00 ",,,,,,,,,,,,,,,,,,,,,," 70,400.00 ", -   ," 70,400.00 ",0,27," 2,607.41 "
513,4.Plan de pagos,,,,," 6,000.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,425.00 ",,,,,,,,,,,,,,,,,,,,,," 68,800.00 ", -   ," 68,800.00 ",0,27," 2,548.15 "
514,4.Plan de pagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   ,"-153,507.84 ", -   ,0,0, -   
515,4.Plan de pagos," 6,000.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,570.00 "," 1,869.50 ",,,,,,,,,,,,,,,,," 61,249.50 ", -   ," 61,249.50 ",0,36," 1,701.38 "
516,4.Plan de pagos,,,,,,,,,,,,,,,,,,," 10,000.00 "," 6,247.00 "," 6,247.00 "," 6,247.00 "," 6,247.00 "," 6,247.00 "," 6,247.00 "," 6,247.00 "," 6,247.00 "," 6,247.00 "," 6,247.00 "," 6,247.00 "," 6,247.00 "," 6,247.00 "," 6,247.00 "," 6,252.00 ",,,,,,,,,,,,,,,,,,," 103,710.00 ", -   ," 103,710.00 ",0,16," 6,481.88 "
517,4.Plan de pagos,,,,,,,,,,,,,,," 8,000.00 "," 4,166.00 "," 4,166.00 "," 4,166.00 "," 4,166.00 "," 4,166.00 "," 4,166.00 "," 4,166.00 "," 4,166.00 "," 4,166.00 "," 4,166.00 "," 4,166.00 "," 4,166.00 "," 4,166.00 "," 4,166.00 "," 4,166.00 "," 4,166.00 "," 4,166.00 "," 4,166.00 "," 4,174.12 ",,,,,,,,,,,,,,,,,,," 87,162.12 ", -   ," 87,162.12 ",0,20," 4,358.11 "
518,4.Plan de pagos,,,,,,,,,,,,,,,,,,,," 10,000.00 "," 7,397.00 "," 7,397.00 "," 7,397.00 "," 7,397.00 "," 7,397.00 "," 7,397.00 "," 7,397.00 "," 7,397.00 "," 7,397.00 "," 7,397.00 "," 7,397.00 "," 7,397.00 "," 7,397.00 "," 7,397.00 "," 7,397.00 "," 7,397.00 "," 7,397.00 "," 7,397.00 "," 7,403.44 ",,,,,,,,,,,,,," 150,549.44 ", -   ," 150,549.44 ",0,20," 7,527.47 "
519,4.Plan de pagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 10,000.00 "," 10,210.00 "," 10,210.00 "," 10,210.00 "," 10,210.00 "," 10,210.00 "," 10,210.00 "," 10,210.00 "," 10,210.00 "," 10,210.00 "," 10,210.00 ",,,,,,,,,,,,," 112,100.00 ","-40,819.43 "," 112,100.00 ",0,11," 10,190.91 "
601,4.Plan de pagos,,,,,,,,,,,,,,,,,,,," 10,000.00 "," 9,851.00 "," 9,851.00 "," 9,851.00 "," 9,851.00 "," 9,851.00 "," 9,851.00 "," 9,851.00 "," 9,851.00 "," 9,851.00 "," 9,851.00 "," 9,851.00 "," 9,851.00 "," 9,851.00 "," 9,849.80 ",,,,,,,,,,,,,,,,,,," 147,912.80 ", -   ," 147,912.80 ",0,15," 9,860.85 "
602,4.Plan de pagos,,,,,,,,,,,,,,,,,,,,,,,,,,,," 10,000.00 "," 11,908.00 "," 11,908.00 "," 11,908.00 "," 11,908.00 "," 11,908.00 "," 11,908.00 "," 11,908.00 "," 11,908.00 "," 11,908.00 "," 11,908.00 "," 11,908.00 "," 11,906.33 ",,,,,,,,,,,,," 152,894.33 ",-25.10 ," 152,894.33 ",0,13," 11,761.10 "
603,4.Plan de pagos,,,,,,,,,,,,,," 8,000.00 "," 4,835.00 "," 4,835.00 "," 4,835.00 "," 4,835.00 "," 4,835.00 "," 4,835.00 "," 4,835.00 "," 4,835.00 "," 4,835.00 "," 4,835.00 "," 4,835.00 "," 4,835.00 "," 4,835.00 "," 4,835.00 "," 4,835.00 "," 4,835.00 "," 4,840.00 ",,,,,,,,,,,,,,,,,,,,,," 90,200.00 ", -   ," 90,200.00 ",0,18," 5,011.11 "
604,4.Plan de pagos,,,,,,,,,,,,,," 8,000.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,752.00 ",,,,,,,,,,,,,,,,,,,,,," 88,800.00 ", -   ," 88,800.00 ",0,18," 4,933.33 "
605,4.Plan de pagos,,,,,,,,,,,,,,,,,,," 10,000.00 "," 8,494.00 "," 8,494.00 "," 8,494.00 "," 8,494.00 "," 8,494.00 "," 8,494.00 "," 8,494.00 "," 8,494.00 "," 8,494.00 "," 8,494.00 "," 8,494.00 "," 8,494.00 "," 8,494.00 "," 8,494.00 "," 8,489.00 ",,,,,,,,,,,,,,,,,,," 137,405.00 ", -   ," 137,405.00 ",0,16," 8,587.81 "
606,4.Plan de pagos,,,,,,,,,,,,,,,,,," 10,000.00 "," 8,000.00 "," 8,000.00 "," 8,000.00 "," 8,000.00 "," 8,000.00 "," 8,000.00 "," 8,000.00 "," 8,000.00 "," 8,000.00 "," 8,000.00 "," 8,000.00 "," 8,000.00 "," 8,000.00 "," 8,000.00 "," 8,000.00 "," 7,995.00 ",,,,,,,,,,,,,,,,,,," 137,995.00 ", -   ," 137,995.00 ",0,17," 8,117.35 "
607,4.Plan de pagos,,,,,,,,,,,,,,,,,,,,,,,,,," 10,000.00 "," 5,167.00 "," 5,167.00 "," 5,167.00 "," 5,167.00 "," 5,167.00 "," 5,167.00 "," 5,167.00 "," 5,167.00 "," 5,167.00 "," 5,167.00 "," 5,167.00 "," 5,167.00 "," 5,167.00 ",,,,,,,,,,,,,," 77,171.00 "," 4,871.00 "," 77,171.00 ",0,14," 5,512.21 "
608,4.Plan de pagos,,,,,,,,,,,," 8,000.00 "," 19,000.00 ",,,," 19,000.00 ",,,,," 19,000.00 ",,," 19,000.00 ",,,," 19,000.00 ",,," 15,393.00 ",,,,,,,,,,,,,,,,,,,,," 118,393.00 ", -   ," 118,393.00 ",0,7," 16,913.29 "
609,4.Plan de pagos,,,,,,,,,,,,,,," 10,000.00 "," 5,693.00 "," 5,693.00 "," 5,693.00 "," 5,693.00 "," 5,693.00 "," 5,693.00 "," 5,693.00 "," 5,693.00 "," 5,693.00 "," 5,693.00 "," 5,693.00 "," 5,693.00 "," 5,693.00 "," 5,693.00 "," 5,693.00 "," 5,693.00 "," 5,693.00 "," 5,693.00 "," 5,687.50 ",,,,,,,,,,,,,,,,,,," 118,161.50 ", -   ," 118,161.50 ",0,20," 5,908.08 "
610,4.Plan de pagos,,,,,,,,,,,," 8,000.00 "," 5,810.00 "," 5,810.00 "," 5,810.00 "," 5,810.00 "," 5,810.00 "," 5,810.00 "," 5,810.00 "," 5,810.00 "," 5,810.00 "," 5,810.00 "," 5,810.00 "," 5,810.00 "," 5,810.00 "," 5,810.00 "," 5,810.00 "," 5,810.00 "," 5,810.00 "," 5,810.00 "," 5,813.00 ",,,,,,,,,,,,,,,,,,,,,," 118,393.00 ", -   ," 118,393.00 ",0,20," 5,919.65 "
611,4.Plan de pagos,,,,,,,,,,,,,,,,,,,,,,,,,," 10,000.00 "," 20,488.00 "," 20,488.00 "," 20,488.00 "," 20,488.00 "," 20,488.00 "," 20,488.00 "," 20,488.00 "," 20,488.00 "," 20,488.00 "," 20,488.00 "," 20,488.00 "," 20,488.00 "," 20,490.70 ",,,,,,,,,,,,,," 276,346.70 "," 138,202.03 "," 276,346.70 ",0,14," 19,739.05 "
612,4.Plan de pagos,,,,," 6,000.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,477.00 "," 2,786.38 "," 2,786.38 "," 2,786.38 "," 2,786.38 "," 2,786.38 "," 2,786.38 "," 2,786.38 ",,,,,,,,,,,,,,,,,,," 79,998.66 "," 9,598.66 "," 79,998.66 ",0,30," 2,666.62 "
613,4.Plan de pagos,,,,," 6,000.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,415.00 "," 2,425.00 ",,,,,,,,,,,,,,,,,,,,,," 68,800.00 ", -   ," 68,800.00 ",0,27," 2,548.15 "
614,4.Plan de pagos,,,,,,,,,,,,,,,,,,,," 10,000.00 ",,,," 10,000.00 ",,,,," 10,000.00 ",,," 70,000.00 ",," 30,000.00 ",,,," 21,908.40 ",,,,,,,,,,,,,,," 151,908.40 ", -   ," 151,908.40 ",0,6," 25,318.07 "
615,4.Plan de pagos,," 6,500.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 19,318.93 "," 8,431.08 ",,,,,,,,,,,,,,,,,,,,,," 61,250.01 ", -   ," 61,250.01 ",0,30," 2,041.67 "
616,4.Plan de pagos,,,,,,,,,,,,," 8,000.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,561.00 ",,,,,,,,,,,,,,,,,,,,,," 90,200.00 ", -   ," 90,200.00 ",0,19," 4,747.37 "
617,4.Plan de pagos,,,,,,,,,,,,,,," 12,800.00 "," 4,000.00 "," 4,000.00 "," 4,000.00 "," 4,000.00 "," 4,000.00 "," 4,000.00 "," 4,000.00 "," 4,000.00 "," 4,000.00 "," 4,000.00 "," 4,000.00 "," 4,000.00 "," 4,000.00 "," 4,000.00 "," 4,000.00 "," 4,000.00 "," 4,000.00 "," 4,000.00 "," 4,000.00 ",,,,,,,,,,,,,,,,,,," 88,800.00 ", -   ," 88,800.00 ",0,20," 4,440.00 "
618,4.Plan de pagos,,,,,,,,,,,,,,,,,,,,,,,,,," 10,000.00 "," 6,000.00 "," 6,000.00 "," 20,388.00 "," 6,000.00 "," 6,000.00 "," 6,000.00 "," 6,000.00 "," 29,980.00 "," 6,000.00 "," 6,000.00 "," 6,000.00 "," 6,000.00 "," 29,981.44 ",,,,,,,,,,,,,," 150,349.44 ", 94.50 ," 150,349.44 ",0,14," 10,739.25 "
619,4.Plan de pagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   ,"-152,919.43 ", -   ,0,0, -   
701,4.Plan de pagos," 6,000.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,603.00 "," 3,598.00 ",,,,,,,,,,,,,,,,," 132,100.00 ", -   ," 132,100.00 ",0,36," 3,669.44 "
702,4.Plan de pagos,," 6,000.00 "," 4,428.00 "," 4,428.00 "," 4,428.00 "," 4,428.00 "," 4,428.00 "," 4,428.00 "," 4,428.00 "," 4,428.00 "," 4,428.00 "," 4,428.00 "," 4,428.00 "," 4,428.00 "," 4,428.00 "," 4,428.00 "," 4,428.00 "," 4,428.00 "," 4,428.00 "," 4,428.00 "," 4,428.00 "," 4,428.00 "," 4,428.00 "," 4,428.00 "," 4,428.00 "," 4,428.00 "," 4,428.00 "," 4,428.00 "," 4,428.00 "," 4,428.00 "," 4,416.00 ",,,,,,,,,,,,,,,,,,,,,," 134,400.00 ", -   ," 134,400.00 ",0,30," 4,480.00 "
703,4.Plan de pagos,,,,,,,,,,,,," 8,000.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,567.00 "," 4,561.00 ",,,,,,,,,,,,,,,,,,,,,," 90,200.00 ", -   ," 90,200.00 ",0,19," 4,747.37 "
704,4.Plan de pagos,,,,,,,,,,,,,," 8,000.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,753.00 "," 4,752.00 ",,,,,,,,,,,,,,,,,,,,,," 88,800.00 ", -   ," 88,800.00 ",0,18," 4,933.33 "
705,4.Plan de pagos,,,,,,,,,,,,,,,,,,,,,,,," 10,000.00 "," 8,647.00 "," 8,647.00 "," 8,647.00 "," 8,647.00 "," 8,647.00 "," 8,647.00 "," 8,647.00 "," 8,647.00 "," 8,647.00 "," 8,647.00 "," 8,647.00 "," 8,647.00 "," 8,647.00 "," 8,647.00 "," 8,643.18 ",,,,,,,,,,,,,," 139,701.18 ", -   ," 139,701.18 ",0,16," 8,731.32 "
706,4.Plan de pagos,,,,,,,,,,,,,,,,,,,,,,,,," 10,000.00 "," 9,307.00 "," 9,307.00 "," 9,307.00 "," 9,307.00 "," 9,307.00 "," 9,307.00 "," 9,307.00 "," 9,307.00 "," 9,307.00 "," 9,307.00 "," 9,307.00 "," 9,307.00 "," 9,307.00 "," 9,301.70 ",,,,,,,,,,,,,," 140,292.70 ", -   ," 140,292.70 ",0,15," 9,352.85 "
707,4.Plan de pagos,,,,,,,,,,,,,,,,,,,,,,,,,," 10,000.00 "," 5,303.00 "," 5,303.00 "," 5,303.00 "," 5,303.00 "," 5,303.00 "," 5,303.00 "," 5,303.00 "," 5,303.00 "," 5,303.00 "," 5,303.00 "," 5,303.00 "," 5,303.00 "," 5,303.00 ",,,,,,,,,,,,,," 78,939.00 "," 6,639.00 "," 78,939.00 ",0,14," 5,638.50 "
708,4.Plan de pagos,,,,,,,,,,," 7,600.00 ",," 19,000.00 ",,,," 19,000.00 ",,,,," 19,000.00 ",,," 19,000.00 ",,,," 19,000.00 ",,," 15,793.00 ",,,,,,,,,,,,,,,,,,,,," 118,393.00 ", -   ," 118,393.00 ",0,7," 16,913.29 "
709,4.Plan de pagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   ,"-138,144.67 ", -   ,0,0, -   
710,4.Plan de pagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   ,"-118,564.04 ", -   ,0,0, -   
711,4.Plan de pagos,,,,,,,,,,,,,,,,,,,,,,,,," 60,000.00 "," 3,782.00 "," 3,782.00 "," 3,782.00 "," 3,782.00 "," 3,782.00 "," 3,782.00 "," 3,782.00 "," 3,782.00 "," 3,782.00 "," 3,782.00 "," 3,782.00 "," 3,782.00 "," 3,782.00 "," 3,782.00 "," 3,782.00 "," 3,782.47 ",,,,,,,,,,,," 120,512.47 "," 2,350.97 "," 120,512.47 ",0,17," 7,088.97 "
712,4.Plan de pagos,,,," 6,000.00 "," 2,385.00 "," 2,385.00 "," 2,385.00 "," 2,385.00 "," 2,385.00 "," 2,385.00 "," 2,385.00 "," 2,385.00 "," 2,385.00 "," 2,385.00 "," 2,385.00 "," 2,385.00 "," 2,385.00 "," 2,385.00 "," 2,385.00 "," 2,385.00 "," 2,385.00 "," 2,385.00 "," 2,385.00 "," 2,385.00 "," 2,385.00 "," 2,385.00 "," 2,385.00 "," 2,385.00 "," 2,385.00 "," 2,385.00 "," 2,390.00 ",,,,,,,,,,,,,,,,,,,,,," 70,400.00 ", -   ," 70,400.00 ",0,28," 2,514.29 "
713,4.Plan de pagos,,,," 6,000.00 "," 2,326.00 "," 2,326.00 "," 2,326.00 "," 2,326.00 "," 2,326.00 "," 2,326.00 "," 2,326.00 "," 2,326.00 "," 2,326.00 "," 2,326.00 "," 2,326.00 "," 2,326.00 "," 2,326.00 "," 2,326.00 "," 2,326.00 "," 2,326.00 "," 2,326.00 "," 2,326.00 "," 2,326.00 "," 2,326.00 "," 2,326.00 "," 2,326.00 "," 2,326.00 "," 2,326.00 "," 2,326.00 "," 2,326.00 "," 2,324.00 ",,,,,,,,,,,,,,,,,,,,,," 68,800.00 ", -   ," 68,800.00 ",0,28," 2,457.14 "
714,4.Plan de pagos,,,,,,,,,,,,,," 8,000.00 "," 7,989.00 "," 7,989.00 "," 7,989.00 "," 7,989.00 "," 7,989.00 "," 7,989.00 "," 7,989.00 "," 7,989.00 "," 7,989.00 "," 7,989.00 "," 7,989.00 "," 7,989.00 "," 7,989.00 "," 7,989.00 "," 7,989.00 "," 7,989.00 "," 7,984.00 ",,,,,,,,,,,,,,,,,,,,,," 143,808.00 ", -   ," 143,808.00 ",0,18," 7,989.33 "
